26567,AFRICA,ALGERIA,ALGERIA  1
26568,ASIA,CHINA,CHINA    3
26569,ASIA,JAPAN,JAPAN    6
26570,EUROPE,UNITED KINGDOM,UNITED KI4
26571,EUROPE,ROMANIA,ROMANIA  3
26572,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA0
26573,EUROPE,ROMANIA,ROMANIA  5
26574,EUROPE,GERMANY,GERMANY  0
26575,EUROPE,ROMANIA,ROMANIA  6
26576,EUROPE,ROMANIA,ROMANIA  1
26577,MIDDLE EAST,EGYPT,EGYPT    4
26578,ASIA,INDIA,INDIA    6
26579,MIDDLE EAST,IRAN,IRAN     5
26580,EUROPE,FRANCE,FRANCE   3
26581,MIDDLE EAST,IRAQ,IRAQ     3
26582,AMERICA,PERU,PERU     6
26583,MIDDLE EAST,IRAN,IRAN     0
26584,ASIA,INDIA,INDIA    4
26585,AFRICA,ETHIOPIA,ETHIOPIA 5
26586,AFRICA,ETHIOPIA,ETHIOPIA 5
26587,EUROPE,UNITED KINGDOM,UNITED KI0
26588,AMERICA,UNITED STATES,UNITED ST1
26589,AFRICA,ETHIOPIA,ETHIOPIA 5
26590,EUROPE,UNITED KINGDOM,UNITED KI2
26591,AFRICA,KENYA,KENYA    4
26592,AFRICA,ALGERIA,ALGERIA  7
26593,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
26594,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
26595,EUROPE,ROMANIA,ROMANIA  1
26596,ASIA,INDONESIA,INDONESIA5
26597,ASIA,VIETNAM,VIETNAM  1
26598,AMERICA,CANADA,CANADA   8
26599,AFRICA,ETHIOPIA,ETHIOPIA 2
26600,EUROPE,GERMANY,GERMANY  5
26601,ASIA,INDONESIA,INDONESIA3
26602,EUROPE,ROMANIA,ROMANIA  7
26603,AMERICA,CANADA,CANADA   4
26604,AFRICA,ALGERIA,ALGERIA  9
26605,ASIA,CHINA,CHINA    4
26606,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
26607,EUROPE,RUSSIA,RUSSIA   6
26608,AFRICA,ETHIOPIA,ETHIOPIA 0
26609,EUROPE,ROMANIA,ROMANIA  9
26610,AFRICA,MOROCCO,MOROCCO  5
26611,ASIA,CHINA,CHINA    3
26612,AFRICA,MOZAMBIQUE,MOZAMBIQU5
26613,EUROPE,FRANCE,FRANCE   2
26614,AFRICA,ALGERIA,ALGERIA  5
26615,EUROPE,FRANCE,FRANCE   9
26616,MIDDLE EAST,IRAN,IRAN     4
26617,AMERICA,ARGENTINA,ARGENTINA5
26618,AFRICA,KENYA,KENYA    8
26619,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
26620,EUROPE,RUSSIA,RUSSIA   3
26621,AMERICA,ARGENTINA,ARGENTINA4
26622,AMERICA,ARGENTINA,ARGENTINA8
26623,AMERICA,UNITED STATES,UNITED ST2
26624,MIDDLE EAST,JORDAN,JORDAN   0
26625,EUROPE,RUSSIA,RUSSIA   4
26626,ASIA,CHINA,CHINA    1
26627,MIDDLE EAST,JORDAN,JORDAN   7
26628,EUROPE,RUSSIA,RUSSIA   1
26629,AMERICA,CANADA,CANADA   1
26630,ASIA,CHINA,CHINA    5
26631,AMERICA,ARGENTINA,ARGENTINA3
26632,MIDDLE EAST,JORDAN,JORDAN   4
26633,AFRICA,MOROCCO,MOROCCO  3
26634,MIDDLE EAST,IRAN,IRAN     6
26635,MIDDLE EAST,IRAN,IRAN     7
26636,AFRICA,ALGERIA,ALGERIA  7
26637,AMERICA,BRAZIL,BRAZIL   5
26638,AFRICA,MOROCCO,MOROCCO  8
26639,AFRICA,ETHIOPIA,ETHIOPIA 2
26640,AFRICA,MOZAMBIQUE,MOZAMBIQU1
26641,AMERICA,CANADA,CANADA   7
26642,EUROPE,GERMANY,GERMANY  1
26643,ASIA,VIETNAM,VIETNAM  3
26644,AMERICA,ARGENTINA,ARGENTINA4
26645,EUROPE,UNITED KINGDOM,UNITED KI3
26646,ASIA,VIETNAM,VIETNAM  3
26647,MIDDLE EAST,IRAN,IRAN     6
26648,MIDDLE EAST,IRAN,IRAN     9
26649,AMERICA,PERU,PERU     0
26650,AMERICA,CANADA,CANADA   1
26651,AMERICA,CANADA,CANADA   1
26652,MIDDLE EAST,IRAQ,IRAQ     6
26653,ASIA,INDIA,INDIA    1
26654,ASIA,INDONESIA,INDONESIA2
26655,ASIA,INDONESIA,INDONESIA5
26656,AFRICA,KENYA,KENYA    3
26657,ASIA,VIETNAM,VIETNAM  3
26658,AFRICA,KENYA,KENYA    0
26659,AMERICA,PERU,PERU     2
26660,ASIA,INDIA,INDIA    9
26661,MIDDLE EAST,IRAQ,IRAQ     2
26662,ASIA,INDIA,INDIA    0
26663,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
26664,AMERICA,CANADA,CANADA   0
26665,MIDDLE EAST,IRAQ,IRAQ     2
26666,ASIA,CHINA,CHINA    1
26667,AMERICA,UNITED STATES,UNITED ST0
26668,EUROPE,RUSSIA,RUSSIA   6
26669,ASIA,INDIA,INDIA    9
26670,AFRICA,ALGERIA,ALGERIA  7
26671,MIDDLE EAST,EGYPT,EGYPT    1
26672,EUROPE,ROMANIA,ROMANIA  2
26673,AMERICA,BRAZIL,BRAZIL   1
26674,EUROPE,UNITED KINGDOM,UNITED KI3
26675,ASIA,INDONESIA,INDONESIA3
26676,ASIA,VIETNAM,VIETNAM  2
26677,AFRICA,ALGERIA,ALGERIA  8
26678,AMERICA,UNITED STATES,UNITED ST5
26679,ASIA,VIETNAM,VIETNAM  0
26680,ASIA,JAPAN,JAPAN    1
26681,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
26682,MIDDLE EAST,IRAN,IRAN     8
26683,AMERICA,ARGENTINA,ARGENTINA1
26684,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA8
26685,EUROPE,RUSSIA,RUSSIA   4
26686,AMERICA,CANADA,CANADA   2
26687,AFRICA,ALGERIA,ALGERIA  6
26688,AFRICA,ALGERIA,ALGERIA  9
26689,MIDDLE EAST,IRAQ,IRAQ     9
26690,AFRICA,ETHIOPIA,ETHIOPIA 1
26691,AMERICA,BRAZIL,BRAZIL   8
26692,AMERICA,ARGENTINA,ARGENTINA0
26693,AFRICA,ETHIOPIA,ETHIOPIA 6
26694,MIDDLE EAST,IRAN,IRAN     6
26695,AMERICA,UNITED STATES,UNITED ST2
26696,AMERICA,BRAZIL,BRAZIL   6
26697,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA2
26698,MIDDLE EAST,IRAN,IRAN     9
26699,ASIA,INDIA,INDIA    8
26700,AFRICA,KENYA,KENYA    5
26701,EUROPE,UNITED KINGDOM,UNITED KI8
26702,MIDDLE EAST,JORDAN,JORDAN   8
26703,EUROPE,FRANCE,FRANCE   7
26704,MIDDLE EAST,IRAQ,IRAQ     4
26705,EUROPE,RUSSIA,RUSSIA   0
26706,AMERICA,CANADA,CANADA   4
26707,MIDDLE EAST,JORDAN,JORDAN   2
26708,ASIA,CHINA,CHINA    1
26709,EUROPE,RUSSIA,RUSSIA   6
26710,ASIA,INDIA,INDIA    9
26711,AMERICA,ARGENTINA,ARGENTINA0
26712,EUROPE,FRANCE,FRANCE   2
26713,EUROPE,UNITED KINGDOM,UNITED KI4
26714,EUROPE,ROMANIA,ROMANIA  2
26715,EUROPE,ROMANIA,ROMANIA  7
26716,ASIA,INDIA,INDIA    4
26717,AFRICA,ALGERIA,ALGERIA  0
26718,AFRICA,MOROCCO,MOROCCO  7
26719,AMERICA,PERU,PERU     6
26720,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
26721,ASIA,INDIA,INDIA    0
26722,ASIA,CHINA,CHINA    3
26723,MIDDLE EAST,IRAN,IRAN     4
26724,AFRICA,ALGERIA,ALGERIA  5
26725,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA4
26726,ASIA,CHINA,CHINA    3
26727,EUROPE,ROMANIA,ROMANIA  0
26728,AFRICA,MOROCCO,MOROCCO  4
26729,AMERICA,CANADA,CANADA   3
26730,AFRICA,ETHIOPIA,ETHIOPIA 0
26731,AMERICA,ARGENTINA,ARGENTINA2
26732,ASIA,INDONESIA,INDONESIA3
26733,AFRICA,MOROCCO,MOROCCO  3
26734,ASIA,JAPAN,JAPAN    7
26735,AMERICA,ARGENTINA,ARGENTINA0
26736,ASIA,INDIA,INDIA    3
26737,AFRICA,KENYA,KENYA    9
26738,EUROPE,FRANCE,FRANCE   2
26739,ASIA,INDONESIA,INDONESIA5
26740,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
26741,AFRICA,ALGERIA,ALGERIA  5
26742,AFRICA,KENYA,KENYA    1
26743,AMERICA,UNITED STATES,UNITED ST9
26744,ASIA,INDIA,INDIA    4
26745,AFRICA,MOZAMBIQUE,MOZAMBIQU8
26746,EUROPE,UNITED KINGDOM,UNITED KI8
26747,MIDDLE EAST,IRAN,IRAN     4
26748,MIDDLE EAST,JORDAN,JORDAN   8
26749,EUROPE,GERMANY,GERMANY  5
26750,MIDDLE EAST,IRAN,IRAN     2
26751,MIDDLE EAST,JORDAN,JORDAN   0
26752,AMERICA,PERU,PERU     9
26753,EUROPE,RUSSIA,RUSSIA   3
26754,MIDDLE EAST,JORDAN,JORDAN   9
26755,EUROPE,UNITED KINGDOM,UNITED KI6
26756,MIDDLE EAST,JORDAN,JORDAN   6
26757,EUROPE,FRANCE,FRANCE   9
26758,AMERICA,ARGENTINA,ARGENTINA4
26759,EUROPE,FRANCE,FRANCE   5
26760,MIDDLE EAST,IRAN,IRAN     4
26761,AMERICA,ARGENTINA,ARGENTINA2
26762,AMERICA,CANADA,CANADA   9
26763,EUROPE,UNITED KINGDOM,UNITED KI7
26764,AMERICA,UNITED STATES,UNITED ST4
26765,EUROPE,FRANCE,FRANCE   0
26766,ASIA,CHINA,CHINA    7
26767,AFRICA,ALGERIA,ALGERIA  6
26768,AMERICA,BRAZIL,BRAZIL   4
26769,AFRICA,ETHIOPIA,ETHIOPIA 1
26770,AFRICA,KENYA,KENYA    2
26771,EUROPE,RUSSIA,RUSSIA   0
26772,EUROPE,GERMANY,GERMANY  5
26773,EUROPE,RUSSIA,RUSSIA   5
26774,AFRICA,KENYA,KENYA    1
26775,ASIA,CHINA,CHINA    7
26776,ASIA,VIETNAM,VIETNAM  4
26777,AFRICA,KENYA,KENYA    2
26778,AMERICA,BRAZIL,BRAZIL   2
26779,AFRICA,MOROCCO,MOROCCO  0
26780,AFRICA,MOROCCO,MOROCCO  5
26781,ASIA,INDONESIA,INDONESIA4
26782,AFRICA,ALGERIA,ALGERIA  5
26783,ASIA,INDONESIA,INDONESIA4
26784,AFRICA,KENYA,KENYA    6
26785,AMERICA,CANADA,CANADA   1
26786,EUROPE,RUSSIA,RUSSIA   2
26787,AMERICA,UNITED STATES,UNITED ST4
26788,ASIA,INDIA,INDIA    6
26789,MIDDLE EAST,IRAQ,IRAQ     4
26790,EUROPE,RUSSIA,RUSSIA   0
26791,AFRICA,ALGERIA,ALGERIA  2
26792,MIDDLE EAST,IRAQ,IRAQ     1
26793,AMERICA,ARGENTINA,ARGENTINA4
26794,AMERICA,UNITED STATES,UNITED ST2
26795,AMERICA,BRAZIL,BRAZIL   0
26796,AMERICA,BRAZIL,BRAZIL   5
26797,AMERICA,UNITED STATES,UNITED ST2
26798,EUROPE,GERMANY,GERMANY  3
26799,ASIA,CHINA,CHINA    0
26800,ASIA,VIETNAM,VIETNAM  1
26801,AFRICA,ETHIOPIA,ETHIOPIA 2
26802,ASIA,JAPAN,JAPAN    8
26803,EUROPE,RUSSIA,RUSSIA   5
26804,MIDDLE EAST,IRAN,IRAN     1
26805,ASIA,CHINA,CHINA    1
26806,AFRICA,ALGERIA,ALGERIA  8
26807,MIDDLE EAST,JORDAN,JORDAN   8
26808,AFRICA,ETHIOPIA,ETHIOPIA 0
26809,ASIA,CHINA,CHINA    0
26810,EUROPE,ROMANIA,ROMANIA  7
26811,MIDDLE EAST,EGYPT,EGYPT    2
26812,EUROPE,GERMANY,GERMANY  5
26813,MIDDLE EAST,EGYPT,EGYPT    5
26814,EUROPE,FRANCE,FRANCE   7
26815,EUROPE,ROMANIA,ROMANIA  1
26816,AFRICA,KENYA,KENYA    8
26817,EUROPE,FRANCE,FRANCE   3
26818,ASIA,CHINA,CHINA    1
26819,ASIA,INDIA,INDIA    6
26820,ASIA,VIETNAM,VIETNAM  1
26821,ASIA,INDIA,INDIA    1
26822,MIDDLE EAST,IRAN,IRAN     0
26823,MIDDLE EAST,IRAQ,IRAQ     3
26824,MIDDLE EAST,JORDAN,JORDAN   3
26825,ASIA,JAPAN,JAPAN    4
26826,AFRICA,KENYA,KENYA    9
26827,ASIA,INDONESIA,INDONESIA0
26828,AMERICA,BRAZIL,BRAZIL   7
26829,ASIA,VIETNAM,VIETNAM  9
26830,AFRICA,KENYA,KENYA    6
26831,EUROPE,FRANCE,FRANCE   8
26832,MIDDLE EAST,EGYPT,EGYPT    6
26833,MIDDLE EAST,IRAQ,IRAQ     5
26834,ASIA,CHINA,CHINA    1
26835,AMERICA,UNITED STATES,UNITED ST6
26836,AFRICA,MOROCCO,MOROCCO  4
26837,AMERICA,UNITED STATES,UNITED ST0
26838,AMERICA,CANADA,CANADA   3
26839,EUROPE,UNITED KINGDOM,UNITED KI4
26840,ASIA,VIETNAM,VIETNAM  5
26841,ASIA,JAPAN,JAPAN    1
26842,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
26843,AFRICA,ALGERIA,ALGERIA  0
26844,ASIA,INDONESIA,INDONESIA7
26845,MIDDLE EAST,IRAN,IRAN     9
26846,AMERICA,PERU,PERU     0
26847,EUROPE,GERMANY,GERMANY  0
26848,MIDDLE EAST,EGYPT,EGYPT    4
26849,EUROPE,UNITED KINGDOM,UNITED KI6
26850,AFRICA,MOROCCO,MOROCCO  5
26851,EUROPE,FRANCE,FRANCE   2
26852,MIDDLE EAST,IRAN,IRAN     9
26853,MIDDLE EAST,EGYPT,EGYPT    3
26854,EUROPE,RUSSIA,RUSSIA   5
26855,MIDDLE EAST,JORDAN,JORDAN   6
26856,EUROPE,ROMANIA,ROMANIA  7
26857,AFRICA,ETHIOPIA,ETHIOPIA 6
26858,ASIA,INDONESIA,INDONESIA6
26859,ASIA,INDIA,INDIA    6
26860,MIDDLE EAST,JORDAN,JORDAN   1
26861,ASIA,VIETNAM,VIETNAM  9
26862,AFRICA,MOROCCO,MOROCCO  1
26863,EUROPE,RUSSIA,RUSSIA   5
26864,ASIA,INDIA,INDIA    5
26865,AFRICA,ALGERIA,ALGERIA  0
26866,AFRICA,ALGERIA,ALGERIA  4
26867,AFRICA,MOZAMBIQUE,MOZAMBIQU6
26868,MIDDLE EAST,IRAN,IRAN     3
26869,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA1
26870,AMERICA,CANADA,CANADA   3
26871,AFRICA,ALGERIA,ALGERIA  7
26872,AMERICA,PERU,PERU     1
26873,EUROPE,GERMANY,GERMANY  2
26874,AFRICA,MOROCCO,MOROCCO  7
26875,ASIA,INDIA,INDIA    9
26876,EUROPE,ROMANIA,ROMANIA  5
26877,ASIA,CHINA,CHINA    7
26878,ASIA,INDONESIA,INDONESIA0
26879,AMERICA,ARGENTINA,ARGENTINA8
26880,AMERICA,ARGENTINA,ARGENTINA8
26881,AMERICA,CANADA,CANADA   5
26882,MIDDLE EAST,IRAQ,IRAQ     1
26883,AMERICA,BRAZIL,BRAZIL   1
26884,MIDDLE EAST,EGYPT,EGYPT    2
26885,ASIA,INDONESIA,INDONESIA8
26886,AFRICA,MOZAMBIQUE,MOZAMBIQU7
26887,AFRICA,ALGERIA,ALGERIA  0
26888,ASIA,INDIA,INDIA    7
26889,AMERICA,UNITED STATES,UNITED ST5
26890,EUROPE,UNITED KINGDOM,UNITED KI9
26891,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
26892,AMERICA,BRAZIL,BRAZIL   0
26893,AMERICA,UNITED STATES,UNITED ST3
26894,AMERICA,CANADA,CANADA   2
26895,AMERICA,CANADA,CANADA   6
26896,EUROPE,UNITED KINGDOM,UNITED KI0
26897,ASIA,INDONESIA,INDONESIA2
26898,MIDDLE EAST,EGYPT,EGYPT    6
26899,AFRICA,MOROCCO,MOROCCO  8
26900,AFRICA,ALGERIA,ALGERIA  8
26901,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA6
26902,EUROPE,UNITED KINGDOM,UNITED KI4
26903,AMERICA,BRAZIL,BRAZIL   0
26904,ASIA,INDONESIA,INDONESIA7
26905,AMERICA,ARGENTINA,ARGENTINA0
26906,EUROPE,GERMANY,GERMANY  3
26907,ASIA,INDONESIA,INDONESIA3
26908,EUROPE,FRANCE,FRANCE   1
26909,AFRICA,KENYA,KENYA    6
26910,MIDDLE EAST,IRAN,IRAN     7
26911,AFRICA,MOROCCO,MOROCCO  5
26912,ASIA,INDONESIA,INDONESIA5
26913,AFRICA,MOZAMBIQUE,MOZAMBIQU2
26914,ASIA,CHINA,CHINA    3
26915,AFRICA,ALGERIA,ALGERIA  7
26916,AFRICA,ALGERIA,ALGERIA  0
26917,AFRICA,MOZAMBIQUE,MOZAMBIQU0
26918,MIDDLE EAST,EGYPT,EGYPT    7
26919,ASIA,CHINA,CHINA    9
26920,EUROPE,FRANCE,FRANCE   2
26921,AFRICA,KENYA,KENYA    2
26922,AFRICA,KENYA,KENYA    9
26923,ASIA,INDONESIA,INDONESIA7
26924,ASIA,VIETNAM,VIETNAM  6
26925,EUROPE,GERMANY,GERMANY  2
26926,AMERICA,UNITED STATES,UNITED ST1
26927,MIDDLE EAST,EGYPT,EGYPT    2
26928,ASIA,VIETNAM,VIETNAM  5
26929,EUROPE,UNITED KINGDOM,UNITED KI1
26930,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA9
26931,EUROPE,FRANCE,FRANCE   1
26932,ASIA,INDONESIA,INDONESIA3
26933,MIDDLE EAST,EGYPT,EGYPT    7
26934,MIDDLE EAST,IRAN,IRAN     2
26935,EUROPE,RUSSIA,RUSSIA   9
26936,EUROPE,GERMANY,GERMANY  1
26937,AFRICA,MOROCCO,MOROCCO  2
26938,AFRICA,KENYA,KENYA    5
26939,AFRICA,ETHIOPIA,ETHIOPIA 4
26940,AMERICA,PERU,PERU     9
26941,AFRICA,MOZAMBIQUE,MOZAMBIQU5
26942,MIDDLE EAST,JORDAN,JORDAN   0
26943,MIDDLE EAST,JORDAN,JORDAN   7
26944,ASIA,INDONESIA,INDONESIA2
26945,AFRICA,ALGERIA,ALGERIA  1
26946,AFRICA,ALGERIA,ALGERIA  0
26947,MIDDLE EAST,EGYPT,EGYPT    2
26948,AFRICA,MOROCCO,MOROCCO  5
26949,AMERICA,BRAZIL,BRAZIL   7
26950,MIDDLE EAST,JORDAN,JORDAN   8
26951,MIDDLE EAST,IRAN,IRAN     0
26952,AFRICA,ALGERIA,ALGERIA  1
26953,AMERICA,CANADA,CANADA   3
26954,ASIA,INDONESIA,INDONESIA3
26955,AMERICA,UNITED STATES,UNITED ST9
26956,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA3
26957,AFRICA,MOROCCO,MOROCCO  4
26958,AFRICA,ALGERIA,ALGERIA  7
26959,AMERICA,PERU,PERU     9
26960,MIDDLE EAST,IRAQ,IRAQ     7
26961,AMERICA,CANADA,CANADA   4
26962,AFRICA,MOZAMBIQUE,MOZAMBIQU0
26963,MIDDLE EAST,JORDAN,JORDAN   6
26964,EUROPE,UNITED KINGDOM,UNITED KI3
26965,AMERICA,PERU,PERU     9
26966,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
26967,MIDDLE EAST,EGYPT,EGYPT    6
26968,EUROPE,UNITED KINGDOM,UNITED KI2
26969,AMERICA,ARGENTINA,ARGENTINA3
26970,AMERICA,PERU,PERU     3
26971,MIDDLE EAST,IRAQ,IRAQ     5
26972,ASIA,CHINA,CHINA    4
26973,EUROPE,ROMANIA,ROMANIA  9
26974,ASIA,JAPAN,JAPAN    6
26975,ASIA,INDIA,INDIA    1
26976,AMERICA,BRAZIL,BRAZIL   7
26977,MIDDLE EAST,EGYPT,EGYPT    3
26978,EUROPE,ROMANIA,ROMANIA  1
26979,ASIA,JAPAN,JAPAN    7
26980,AFRICA,KENYA,KENYA    0
26981,AFRICA,MOZAMBIQUE,MOZAMBIQU9
26982,AFRICA,ETHIOPIA,ETHIOPIA 7
26983,AMERICA,BRAZIL,BRAZIL   7
26984,AMERICA,ARGENTINA,ARGENTINA9
26985,MIDDLE EAST,IRAQ,IRAQ     4
26986,AMERICA,ARGENTINA,ARGENTINA4
26987,EUROPE,FRANCE,FRANCE   6
26988,AMERICA,UNITED STATES,UNITED ST5
26989,ASIA,VIETNAM,VIETNAM  2
26990,ASIA,CHINA,CHINA    6
26991,AMERICA,CANADA,CANADA   4
26992,AMERICA,CANADA,CANADA   2
26993,AMERICA,ARGENTINA,ARGENTINA4
26994,AFRICA,KENYA,KENYA    4
26995,AFRICA,KENYA,KENYA    7
26996,AMERICA,BRAZIL,BRAZIL   7
26997,ASIA,JAPAN,JAPAN    0
26998,AMERICA,PERU,PERU     7
26999,EUROPE,GERMANY,GERMANY  5
27000,ASIA,JAPAN,JAPAN    1
27001,ASIA,INDIA,INDIA    1
27002,AMERICA,PERU,PERU     2
27003,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA7
27004,AFRICA,MOROCCO,MOROCCO  7
27005,ASIA,CHINA,CHINA    7
27006,AFRICA,MOZAMBIQUE,MOZAMBIQU8
27007,AMERICA,CANADA,CANADA   5
27008,MIDDLE EAST,JORDAN,JORDAN   7
27009,MIDDLE EAST,JORDAN,JORDAN   7
27010,AMERICA,UNITED STATES,UNITED ST5
27011,EUROPE,UNITED KINGDOM,UNITED KI7
27012,AMERICA,BRAZIL,BRAZIL   2
27013,AFRICA,ETHIOPIA,ETHIOPIA 5
27014,MIDDLE EAST,IRAQ,IRAQ     9
27015,AFRICA,ALGERIA,ALGERIA  6
27016,AMERICA,CANADA,CANADA   2
27017,AMERICA,BRAZIL,BRAZIL   0
27018,AFRICA,KENYA,KENYA    1
27019,AMERICA,CANADA,CANADA   4
27020,EUROPE,UNITED KINGDOM,UNITED KI2
27021,MIDDLE EAST,JORDAN,JORDAN   7
27022,EUROPE,RUSSIA,RUSSIA   9
27023,MIDDLE EAST,IRAQ,IRAQ     4
27024,AFRICA,ETHIOPIA,ETHIOPIA 1
27025,AMERICA,CANADA,CANADA   6
27026,AFRICA,KENYA,KENYA    1
27027,ASIA,INDIA,INDIA    2
27028,AMERICA,UNITED STATES,UNITED ST4
27029,ASIA,JAPAN,JAPAN    5
27030,MIDDLE EAST,JORDAN,JORDAN   6
27031,ASIA,JAPAN,JAPAN    6
27032,AFRICA,MOROCCO,MOROCCO  8
27033,MIDDLE EAST,IRAQ,IRAQ     9
27034,ASIA,INDIA,INDIA    5
27035,AFRICA,KENYA,KENYA    4
27036,AMERICA,ARGENTINA,ARGENTINA0
27037,ASIA,JAPAN,JAPAN    9
27038,EUROPE,UNITED KINGDOM,UNITED KI8
27039,MIDDLE EAST,IRAQ,IRAQ     8
27040,AFRICA,ALGERIA,ALGERIA  3
27041,MIDDLE EAST,IRAN,IRAN     7
27042,AFRICA,MOZAMBIQUE,MOZAMBIQU6
27043,MIDDLE EAST,IRAQ,IRAQ     2
27044,EUROPE,GERMANY,GERMANY  7
27045,AMERICA,BRAZIL,BRAZIL   9
27046,EUROPE,RUSSIA,RUSSIA   4
27047,AFRICA,MOROCCO,MOROCCO  6
27048,ASIA,INDIA,INDIA    3
27049,EUROPE,GERMANY,GERMANY  8
27050,AMERICA,BRAZIL,BRAZIL   8
27051,ASIA,INDIA,INDIA    3
27052,AFRICA,KENYA,KENYA    5
27053,AMERICA,PERU,PERU     8
27054,AFRICA,MOZAMBIQUE,MOZAMBIQU1
27055,AMERICA,UNITED STATES,UNITED ST6
27056,AMERICA,BRAZIL,BRAZIL   3
27057,AFRICA,ALGERIA,ALGERIA  8
27058,EUROPE,UNITED KINGDOM,UNITED KI1
27059,MIDDLE EAST,JORDAN,JORDAN   7
27060,AFRICA,MOROCCO,MOROCCO  7
27061,AFRICA,MOZAMBIQUE,MOZAMBIQU2
27062,EUROPE,UNITED KINGDOM,UNITED KI3
27063,ASIA,INDIA,INDIA    8
27064,MIDDLE EAST,IRAQ,IRAQ     0
27065,ASIA,JAPAN,JAPAN    8
27066,AMERICA,ARGENTINA,ARGENTINA4
27067,MIDDLE EAST,EGYPT,EGYPT    1
27068,AFRICA,ETHIOPIA,ETHIOPIA 7
27069,ASIA,CHINA,CHINA    0
27070,MIDDLE EAST,JORDAN,JORDAN   2
27071,AMERICA,BRAZIL,BRAZIL   7
27072,AFRICA,MOZAMBIQUE,MOZAMBIQU9
27073,AMERICA,CANADA,CANADA   1
27074,MIDDLE EAST,JORDAN,JORDAN   9
27075,ASIA,INDONESIA,INDONESIA0
27076,ASIA,VIETNAM,VIETNAM  4
27077,AFRICA,MOZAMBIQUE,MOZAMBIQU3
27078,EUROPE,GERMANY,GERMANY  6
27079,MIDDLE EAST,SAUDI ARABIA,SAUDI ARA5
27080,ASIA,INDONESIA,INDONESIA0
27081,EUROPE,RUSSIA,RUSSIA   3
27082,AMERICA,CANADA,CANADA   6
27083,AMERICA,CANADA,CANADA   6
27084,AFRICA,MOZAMBIQUE,MOZAMBIQU0
27085,AFRICA,MOZAMBIQUE,MOZAMBIQU9
27086,MIDDLE EAST,IRAN,IRAN     7
27087,AMERICA,ARGENTINA,ARGENTINA5
27088,MIDDLE EAST,IRAQ,IRAQ     9
27089,EUROPE,RUSSIA,RUSSIA   3
27090,AFRICA,KENYA,KENYA    2
27091,AMERICA,CANADA,CANADA   0
27092,ASIA,VIETNAM,VIETNAM  2
27093,AFRICA,ETHIOPIA,ETHIOPIA 7
27094,AFRICA,MOZAMBIQUE,MOZAMBIQU0
27095,AFRICA,MOROCCO,MOROCCO  9
27096,EUROPE,RUSSIA,RUSSIA   0
27097,AMERICA,UNITED STATES,UNITED ST7
27098,EUROPE,ROMANIA,ROMANIA  7
27099,EUROPE,GERMANY,GERMANY  2
27100,AMERICA,UNITED STATES,UNITED ST2
27101,EUROPE,ROMANIA,ROMANIA  4
27102,ASIA,INDIA,INDIA    9
27103,AFRICA,KENYA,KENYA    9
27104,AFRICA,MOZAMBIQUE,MOZAMBIQU5
27105,EUROPE,RUSSIA,RUSSIA   2
27106,AMERICA,BRAZIL,BRAZIL   0
27107,AFRICA,KENYA,KENYA    4
27108,AFRICA,ETHIOPIA,ETHIOPIA 5
27109,AMERICA,BRAZIL,BRAZIL   8
27110,AMERICA,PERU,PERU     8
27111,MIDDLE EAST,JORDAN,JORDAN   4
27112,AFRICA,ETHIOPIA,ETHIOPIA 5
27113,AFRICA,MOZAMBIQUE,MOZAMBIQU8
27114,MIDDLE EAST,IRAQ,IRAQ     5
27115,AFRICA,ETHIOPIA,ETHIOPIA 4
27116,AFRICA,KENYA,KENYA    2
27117,AMERICA,ARGENTINA,ARGENTINA5
27118,MIDDLE EAST,IRAQ,IRAQ     5
27119,ASIA,JAPAN,JAPAN    2
27120,AMERICA,ARGENTINA,ARGENTINA0
27121,AMERICA,BRAZIL,BRAZIL   0
27122,MIDDLE EAST,IRAN,IRAN     7
27123,AMERICA,PERU,PERU     9
27124,EUROPE,UNITED KINGDOM,UNITED KI7
27125,AFRICA,MOROCCO,MOROCCO  3
27126,EUROPE,ROMANIA,ROMANIA  8
27127,AFRICA,MOZAMBIQUE,MOZAMBIQU6
27128,EUROPE,FRANCE,FRANCE   2
27129,AMERICA,PERU,PERU     9
27130,AMERICA,UNITED STATES,UNITED ST7
27131,MIDDLE EAST,IRAQ,IRAQ     5
