order;qid;NoC;AggDepth;IterDistance;CpQ;IsRelax;FilterDepth;NoAgg;IterCommonMeasures;NoQ;IterCommonFilters;NoF;NoM;IVA;QF;IterRecall;ElapsedTime;ExecTime;RNI;CD;IterPrecision;IterCommonAgg;RQP;ConsTime;IterIdentity;IsRefine;salimLabel;iandryLabel
1225;dibstudent14--2016-09-27--17-25.log-2;17;0.0142857142857143;1;12;1;0;1;1;3;0;0;1;0;0.277880696554279;0.944444444444444;10.796;0;0.0206631927659464;3;1;0;0.0857142857142857;42.297;0;1;1;1
1226;dibstudent14--2016-09-27--17-25.log-20;18;0.0142857142857143;0;10;0;0;1;1;21;0;0;1;0;0.0433347090383822;1;484.6;0.047;0.0190982453650265;14;0.944444444444444;1;0.6;2.594;1;0;1;1
1227;dibstudent14--2016-09-27--17-25.log-21;18;0.0142857142857143;0;10;0;0;1;1;22;0;0;1;0;0.0451521936782824;1;487.241;0.047;0.0190982453650265;13;1;1;0.628571428571429;3.922;1;0;1;1
1228;dibstudent14--2016-09-27--17-25.log-22;17;0.0142857142857143;0;10;0;0;1;1;23;0;0;1;0;0.0468262014992528;0.944444444444444;491.178;0.015;0.0206631927659464;12;1;1;0.657142857142857;2.141;1;0;1;1
1229;dibstudent14--2016-09-27--17-25.log-23;17;0.0142857142857143;0;10;0;0;1;1;24;0;0;1;0;0.0486484842956612;1;493.335;0.016;0.0206631927659464;11;1;1;0.685714285714286;3.687;1;0;1;1
1230;dibstudent14--2016-09-27--17-25.log-24;17;0.0142857142857143;0;10;0;0;1;1;25;0;0;1;0;0.0502964472601513;1;497.053;0.031;0.0206631927659464;10;1;1;0.714285714285714;1.75;1;0;1;1
1231;dibstudent14--2016-09-27--17-25.log-25;32;0.0285714285714286;1;0;1;0;2;1;26;0;0;1;0.000432689707393585;0.0521002408634212;0;499.038;0.235;0.0245608981243803;9;0;1;0.742857142857143;2.562;0;1;1;1
1232;dibstudent14--2016-09-27--17-25.log-26;85;0.0285714285714286;0;0;0;0;2;1;27;0;0;1;0.000716129119431421;0.0537992213060857;1;501.866;0.266;0.027378681180675;8;0.376470588235294;2;0.771428571428571;1.75;1;0;1;1
1233;dibstudent14--2016-09-27--17-25.log-27;191;0.0285714285714286;0;0;0;0;2;1;28;0;0;1;0.00143020980908048;0.055561729081009;1;503.944;0.328;0.0441459847581027;7;0.445026178010471;2;0.8;6;1;0;1;1
1234;dibstudent14--2016-09-27--17-25.log-28;191;0.0285714285714286;0;0;0;0;2;1;29;0;0;1;0;0.0568532695531137;1;510.085;0.141;0.0441459847581027;6;1;2;0.828571428571429;7.218;1;0;1;1
1235;dibstudent14--2016-09-27--17-25.log-29;191;0.0285714285714286;0;0;0;0;2;1;30;0;0;1;0;0.0579598145285935;1;517.6;0.297;0.0441459847581027;5;1;2;0.857142857142857;1.922;1;0;1;1
1236;dibstudent14--2016-09-27--17-25.log-3;18;0;1;16;1;0;0;1;4;0;0;1;0;0.075316801295449;1;53.109;0.016;0.0190982453650265;2;0.944444444444444;0;0.114285714285714;12.703;0;0;1;0
1237;dibstudent14--2016-09-27--17-25.log-30;191;0.0285714285714286;0;0;0;0;2;1;31;0;0;1;0;0.0596361425803982;1;519.819;0.297;0.0441459847581027;4;1;2;0.885714285714286;3.078;1;0;1;1
1238;dibstudent14--2016-09-27--17-25.log-31;191;0.0285714285714286;0;0;0;0;2;1;32;0;0;1;0;0.0611901483861098;1;522.96;0.063;0.0441459847581027;3;1;2;0.914285714285714;7.781;1;0;1;1
1239;dibstudent14--2016-09-27--17-25.log-32;191;0.0285714285714286;0;0;0;0;2;1;33;0;0;1;0;0.062171714507487;1;530.788;0.047;0.0441459847581027;2;1;2;0.942857142857143;2.797;1;0;1;1
1240;dibstudent14--2016-09-27--17-25.log-33;191;0.0285714285714286;0;0;0;0;2;1;34;0;0;1;0;0.0637162303978891;1;533.616;0.031;0.0441459847581027;1;1;2;0.971428571428571;4.281;1;0;1;1
1241;dibstudent14--2016-09-27--17-25.log-34;191;0.0285714285714286;0;0;0;0;2;1;35;0;0;1;0;0.0650511673896639;1;538.038;0.141;0.0441459847581027;0;1;2;1;0;1;0;1;1
1242;dibstudent14--2016-09-27--17-25.log-4;18;0;0;16;0;0;0;1;5;0;0;1;0;0.0759382166669198;1;65.843;0.031;0.0190982453650265;1;1;0;0.142857142857143;3.235;1;0;1;0
1243;dibstudent14--2016-09-27--17-25.log-5;17;0.0142857142857143;1;10;1;0;1;1;6;0;0;1;0;0.0868394772263471;0.944444444444444;69.093;0.015;0.0206631927659464;0;1;0;0.171428571428571;90.844;0;1;1;0
1244;dibstudent14--2016-09-27--17-25.log-6;0;0;16;0;16;0.214285714285714;0;1;7;0;15;1;0;0.0437628553387558;0;159.953;0.016;0;0;0;0;0.2;24.843;0;0;1;0
1245;dibstudent14--2016-09-27--17-25.log-7;0;0;14;0;14;0.0142857142857143;0;1;8;1;1;1;0;0.0432872324307945;0;184.812;0.016;0;1;0;0;0.228571428571429;13.219;0;0;1;0
1246;dibstudent14--2016-09-27--17-25.log-8;0;0;0;0;0;0.0142857142857143;0;1;9;1;1;1;0;0.0454439877604193;0;198.046;0.015;0;0;0;0;0.257142857142857;5.875;1;0;1;1
1247;dibstudent14--2016-09-27--17-25.log-9;17;0.0142857142857143;2;10;2;0;1;1;10;0;0;1;0;0.0490347509279827;0;203.937;0.016;0.0206631927659464;0;0;0;0.285714285714286;33.078;0;0;1;1
1248;dibstudent16--2016-10-04--22-55.log-0;2;0.0142857142857143;0;2;0;0;1;0;1;0;0;1;0;1;1;0.078;0.078;0.001532428523631;6;0.5;0;0.0204081632653061;29.063;0;0;1;0
1249;dibstudent16--2016-10-04--22-55.log-1;2;0.0142857142857143;0;2;0;0;1;1;2;0;0;1;0;0.0684861144402972;1;29.203;0.062;0.001532428523631;5;1;1;0.0408163265306122;61.891;0;0;1;0
1250;dibstudent16--2016-10-04--22-55.log-10;68;0.0571428571428571;0;4;0;0;2;2;11;0;0;2;0;0.025560946591564;1;430.344;0.078;0.139328928545121;7;1;2;0.224489795918367;28.39;1;0;1;1
1251;dibstudent16--2016-10-04--22-55.log-11;68;0.0571428571428571;0;4;0;0;2;2;12;0;0;2;0;0.0261509125578861;1;458.875;0.141;0.139328928545121;6;1;2;0.244897959183673;2.281;1;0;1;1
1252;dibstudent16--2016-10-04--22-55.log-12;68;0.0571428571428571;0;4;0;0;2;2;13;0;0;2;0;0.0281795165262026;1;461.328;0.172;0.139328928545121;5;1;2;0.26530612244898;92.875;1;0;1;1
1253;dibstudent16--2016-10-04--22-55.log-13;4;0.0571428571428571;1;5;1;0.0428571428571429;2;2;14;0;1;2;0;0.0252593594948128;0.0588235294117647;554.25;0.047;0.421823048888253;4;1;2;0.285714285714286;65.563;0;1;1;1
1254;dibstudent16--2016-10-04--22-55.log-14;4;0.0571428571428571;0;5;0;0.0428571428571429;2;2;15;1;1;2;0;0.0241984271022384;1;619.875;0.062;0.421823048888253;3;1;2;0.306122448979592;19.391;1;0;1;1
1255;dibstudent16--2016-10-04--22-55.log-15;4;0.0571428571428571;0;5;0;0.0428571428571429;2;2;16;1;1;2;0;0.025026277591471;1;639.328;0.062;0.421823048888253;2;1;2;0.326530612244898;8.188;1;0;1;1
1256;dibstudent16--2016-10-04--22-55.log-16;68;0.0571428571428571;1;1;1;0;2;2;17;0;0;2;0;0.026250407267348;1;647.609;0.093;0.139328928545121;1;0.0588235294117647;2;0.346938775510204;49.641;0;0;1;0
1257;dibstudent16--2016-10-04--22-55.log-17;68;0.0571428571428571;0;1;0;0;2;2;18;0;0;2;0;0.02581281692403;1;697.328;0.078;0.139328928545121;0;1;2;0.36734693877551;35.594;1;0;1;1
1258;dibstudent16--2016-10-04--22-55.log-18;4;0.0142857142857143;3;0;3;0;1;2;19;0;0;2;0;0.0259208731241473;0;733;0.078;0.417514429963863;1;0;1;0.387755102040816;8.203;0;0;1;1
1259;dibstudent16--2016-10-04--22-55.log-19;4;0.0142857142857143;0;0;0;0;1;2;20;0;0;2;0;0.0269814502529511;1;741.25;0.047;0.417514429963863;0;1;1;0.408163265306122;7.797;1;0;1;1
1260;dibstudent16--2016-10-04--22-55.log-2;2;0.0142857142857143;0;2;0;0;1;1;3;0;0;1;0;0.0329218106995885;1;91.125;0.031;0.001532428523631;4;1;1;0.0612244897959184;83.469;1;0;1;0
1261;dibstudent16--2016-10-04--22-55.log-20;1172;0.0714285714285714;4;3;4;0;2;2;21;0;0;2;0;0.0278352893146952;0;754.438;5.391;0.100697418005719;0;0;1;0.428571428571429;63.968;0;1;1;1
1262;dibstudent16--2016-10-04--22-55.log-21;1172;0.0428571428571429;6;0;6;0;2;2;22;0;0;2;0.0155670965770983;0.0267879103725224;0;821.266;2.86;0.100697418005719;2;0;1;0.448979591836735;24.015;0;0;1;1
1263;dibstudent16--2016-10-04--22-55.log-22;1172;0.0428571428571429;0;0;0;0;2;2;23;0;0;2;0;0.0271752294239206;1;846.359;1.078;0.100697418005719;1;1;2;0.469387755102041;9.344;1;0;1;1
1264;dibstudent16--2016-10-04--22-55.log-23;1172;0.0428571428571429;0;0;0;0;2;2;24;0;0;2;0;0.0280189548229377;1;856.563;0.86;0.100697418005719;0;1;2;0.489795918367347;192.484;1;0;1;1
1265;dibstudent16--2016-10-04--22-55.log-24;4;0.0285714285714286;4;0;4;0.0142857142857143;2;2;25;0;1;2;5.31271997981166e-05;0.0238300857692447;0;1049.094;0.047;0.417514429963863;1;0;1;0.510204081632653;10.484;0;0;1;1
1266;dibstudent16--2016-10-04--22-55.log-25;4;0.0285714285714286;0;0;0;0.0142857142857143;2;2;26;1;1;2;0;0.024536982423027;1;1059.625;0.047;0.417514429963863;0;1;2;0.530612244897959;5.828;1;0;1;1
1267;dibstudent16--2016-10-04--22-55.log-26;68;0.0571428571428571;3;0;3;0;2;2;27;0;0;2;0;0.0253402158610981;0;1065.5;0.047;0.139328928545121;2;0;1;0.551020408163265;20.469;0;0;1;1
1268;dibstudent16--2016-10-04--22-55.log-27;1240;0.0571428571428571;0;0;0;0;2;2;28;0;0;2;0;0.0257585904899284;1;1087.016;1.047;0.103843362411439;1;0.0548387096774194;2;0.571428571428571;13.781;1;0;1;1
1269;dibstudent16--2016-10-04--22-55.log-28;1240;0.0571428571428571;0;0;0;0;2;2;29;0;0;2;0;0.0263202557965825;1;1101.813;1.016;0.103843362411439;0;1;2;0.591836734693878;185.609;1;0;1;1
1270;dibstudent16--2016-10-04--22-55.log-29;100;0.0571428571428571;8;8;8;0.457142857142857;2;2;30;0;8;2;0;0.0233015319203802;0.0806451612903226;1287.469;0.047;0.153441156083449;8;1;2;0.612244897959184;45.484;0;1;1;1
1271;dibstudent16--2016-10-04--22-55.log-3;4;0.0142857142857143;1;1;1;0;1;1;4;0;0;2;0;0.0229021619640894;1;174.656;0.062;0.500766214261815;3;0.5;1;0.0816326530612245;11.75;0;0;1;1
1272;dibstudent16--2016-10-04--22-55.log-30;150;0.0571428571428571;1;0;1;0.457142857142857;2;2;31;8;8;3;0;0.0232443748612836;1;1333.656;0.703;0.273406376500588;7;0.666666666666667;2;0.63265306122449;21.172;0;0;1;1
1273;dibstudent16--2016-10-04--22-55.log-31;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;32;8;8;3;0;0.023618414982932;1;1354.875;0.047;0.273406376500588;6;1;2;0.653061224489796;8.359;1;0;1;1
1274;dibstudent16--2016-10-04--22-55.log-32;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;33;8;8;3;0;0.0242018699978218;1;1363.531;0.297;0.273406376500588;5;1;2;0.673469387755102;4.516;1;0;1;1
1275;dibstudent16--2016-10-04--22-55.log-33;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;34;8;8;3;0;0.024851821017185;1;1368.109;0.062;0.273406376500588;4;1;2;0.693877551020408;2.344;1;0;1;1
1276;dibstudent16--2016-10-04--22-55.log-34;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;35;8;8;3;0;0.0255352181729041;1;1370.656;0.203;0.273406376500588;3;1;2;0.714285714285714;8.282;1;0;1;1
1277;dibstudent16--2016-10-04--22-55.log-35;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;36;8;8;3;0;0.0261061767214123;1;1378.984;0.046;0.273406376500588;2;1;2;0.73469387755102;12.938;1;0;1;1
1278;dibstudent16--2016-10-04--22-55.log-36;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;37;8;8;3;0;0.0265807652961528;1;1391.984;0.062;0.273406376500588;1;1;2;0.755102040816326;148.178;1;0;1;1
1279;dibstudent16--2016-10-04--22-55.log-37;150;0.0571428571428571;0;0;0;0.457142857142857;2;3;38;8;8;3;0;0.0246714797693866;1;1540.24;0.078;0.273406376500588;0;1;2;0.775510204081633;46.875;1;0;1;1
1280;dibstudent16--2016-10-04--22-55.log-38;108;0.0571428571428571;7;1;7;0.0571428571428571;2;3;39;1;1;3;0;0.0245719131691594;0.72;1587.178;0.063;0.239927517291104;4;1;2;0.795918367346939;41.5;0;0;1;1
1281;dibstudent16--2016-10-04--22-55.log-39;108;0.0571428571428571;0;1;0;0.0571428571428571;2;3;40;1;1;3;0;0.0245579115460863;1;1628.803;0.125;0.239927517291104;3;1;2;0.816326530612245;11.297;1;0;1;1
1282;dibstudent16--2016-10-04--22-55.log-4;2;0.0142857142857143;1;1;1;0;1;1;5;0;0;1;0;0.0268208687815816;0.5;186.422;0.016;0.001532428523631;2;1;1;0.102040816326531;27.062;0;0;1;0
1283;dibstudent16--2016-10-04--22-55.log-40;108;0.0571428571428571;0;1;0;0.0571428571428571;2;3;41;1;1;3;0;0.0249975307317204;1;1640.162;0.062;0.239927517291104;2;1;2;0.836734693877551;29.61;1;0;1;1
1284;dibstudent16--2016-10-04--22-55.log-41;834;0.0714285714285714;1;3;1;0.0571428571428571;3;3;42;1;1;3;0.0100323454387672;0.0251392685550248;0;1670.693;0.921;0.190172064926024;1;0;2;0.857142857142857;75.266;0;1;1;1
1285;dibstudent16--2016-10-04--22-55.log-42;108;0.0571428571428571;1;0;1;0.0571428571428571;2;3;43;1;1;3;0;0.0246271986217932;0;1746.037;0.078;0.239927517291104;0;0;2;0.877551020408163;9.11;0;0;1;0
1286;dibstudent16--2016-10-04--22-55.log-43;11147;0.114285714285714;4;0;4;0.0571428571428571;3;3;44;1;1;3;0.127831102854325;0.0250454945716737;0;1756.803;1.656;0.106906386315558;0;0;2;0.897959183673469;17;0;1;1;0
1287;dibstudent16--2016-10-04--22-55.log-44;12438;0.0857142857142857;2;1;2;0.0571428571428571;3;3;45;1;1;3;0.0145888893911314;0.0253448875982396;1;1775.506;1.703;0.128661663185657;3;0.896205177681299;2;0.918367346938776;8.141;0;0;1;0
1288;dibstudent16--2016-10-04--22-55.log-45;1291;0.0857142857142857;0;1;0;0.0571428571428571;3;3;46;1;1;3;0;0.0257887286437091;0.103794822318701;1783.725;0.078;0.168159059500481;2;1;3;0.938775510204082;57.203;1;0;1;1
1289;dibstudent16--2016-10-04--22-55.log-46;854;0.0857142857142857;1;1;1;0.0571428571428571;3;2;47;1;1;2;0;0.0255297421496043;0.661502711076685;1840.99;0.062;0.0583117121570847;1;1;3;0.959183673469388;2.344;0;0;0;0
1290;dibstudent16--2016-10-04--22-55.log-47;427;0.0857142857142857;1;0;1;0.0571428571428571;3;1;48;1;1;1;0;0.0260331499623333;0.5;1843.803;0.469;0.0753452521259513;0;1;3;0.979591836734694;1.203;0;0;0;0
1291;dibstudent16--2016-10-04--22-55.log-48;437;0.0857142857142857;2;0;2;0.0571428571428571;3;0;49;1;1;1;0;0.0265572867775063;0;1845.068;0.062;0.343031591763618;0;0;3;1;0;0;0;0;0
1292;dibstudent16--2016-10-04--22-55.log-5;4;0.0142857142857143;1;1;1;0;1;1;6;0;0;2;0;0.0280927810916855;1;213.578;0.094;0.498858253873668;1;0.5;1;0.122448979591837;90.938;0;0;1;1
1293;dibstudent16--2016-10-04--22-55.log-6;6;0.0142857142857143;1;2;1;0;1;2;7;0;0;3;0;0.0229826185738957;1;304.578;0.062;0.577509591121305;0;0.666666666666667;1;0.142857142857143;78.063;0;0;1;1
1294;dibstudent16--2016-10-04--22-55.log-7;102;0.0571428571428571;3;13;3;0;2;3;8;0;0;3;0;0.02088516552799;0;383.047;0.406;0.240439598910236;10;0;1;0.163265306122449;15.687;0;1;1;1
1295;dibstudent16--2016-10-04--22-55.log-8;102;0.0571428571428571;0;13;0;0;2;3;9;0;0;3;0;0.0225652134669194;1;398.844;0.11;0.240439598910236;9;1;2;0.183673469387755;14.844;1;0;1;1
1296;dibstudent16--2016-10-04--22-55.log-9;68;0.0571428571428571;1;4;1;0;2;2;10;0;0;2;0;0.0241691842900302;0.666666666666667;413.75;0.062;0.139328928545121;8;1;2;0.204081632653061;16.516;0;0;0;1
1297;dibstudent16--2016-10-04--23-27.log-0;17;0.0142857142857143;0;7;0;0;1;0;1;0;0;1;0;1;1;0.094;0.094;0.0206631927659464;0;0.5;0;0.00900900900900901;62.188;0;0;1;NA
1298;dibstudent16--2016-10-04--23-27.log-1;0;0;16;0;16;0.214285714285714;0;1;2;0;15;1;0;0.0321042746841742;0;62.297;0.015;0;3;0;0;0.018018018018018;22.813;0;0;1;NA
1299;dibstudent16--2016-10-04--23-27.log-10;17;0.0142857142857143;0;7;0;0;1;1;11;0;0;1;0;0.0311338671376372;1;353.313;0.047;0.0206631927659464;4;1;1;0.0990990990990991;46.781;1;0;1;NA
1300;dibstudent16--2016-10-04--23-27.log-100;279;0.0857142857142857;0;1;0;0.257142857142857;4;1;101;9;9;1;0;0.0372956034760979;1;2708.094;0.156;0.0183033703281019;10;1;4;0.90990990990991;3.688;1;0;1;NA
1301;dibstudent16--2016-10-04--23-27.log-101;279;0.0857142857142857;0;1;0;0.257142857142857;4;1;102;9;9;1;0;0.0376119092579502;1;2711.907;0.125;0.0183033703281019;9;1;4;0.918918918918919;8.796;1;0;1;NA
1302;dibstudent16--2016-10-04--23-27.log-102;31;0.0857142857142857;1;8;1;0.271428571428571;4;1;103;9;10;1;0;0.0378524225917958;0.111111111111111;2721.094;0.391;0.0261934350374591;8;1;4;0.927927927927928;25.719;0;1;1;NA
1303;dibstudent16--2016-10-04--23-27.log-103;62;0.0857142857142857;1;0;1;0.271428571428571;4;1;104;10;10;2;0.00034251872804013;0.0378536679112273;1;2747.422;0.609;0.559383598395284;7;0.5;4;0.936936936936937;3.641;0;0;1;NA
1304;dibstudent16--2016-10-04--23-27.log-104;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;105;10;10;2;0;0.0381633887344584;1;2751.328;0.265;0.559383598395284;6;1;4;0.945945945945946;3.797;1;0;1;NA
1305;dibstudent16--2016-10-04--23-27.log-105;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;106;10;10;2;0;0.038472873720414;1;2755.188;0.063;0.559383598395284;5;1;4;0.954954954954955;2.64;1;0;1;NA
1306;dibstudent16--2016-10-04--23-27.log-106;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;107;10;10;2;0;0.0387977624931515;1;2757.891;0.063;0.559383598395284;4;1;4;0.963963963963964;34.156;1;0;1;NA
1307;dibstudent16--2016-10-04--23-27.log-107;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;108;10;10;2;0;0.0386750223813787;1;2792.5;0.453;0.559383598395284;3;1;4;0.972972972972973;23.188;1;0;1;NA
1308;dibstudent16--2016-10-04--23-27.log-108;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;109;10;10;2;0;0.0387106030827846;1;2815.766;0.078;0.559383598395284;2;1;4;0.981981981981982;3.281;1;0;1;NA
1309;dibstudent16--2016-10-04--23-27.log-109;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;110;10;10;2;0;0.039019199219616;1;2819.125;0.078;0.559383598395284;1;1;4;0.990990990990991;13.157;1;0;1;NA
1310;dibstudent16--2016-10-04--23-27.log-11;32;0.0285714285714286;1;14;1;0;2;1;12;0;0;1;0;0.0299707036371946;0;400.391;0.297;0.0245608981243803;3;0;1;0.108108108108108;3.922;0;1;1;NA
1311;dibstudent16--2016-10-04--23-27.log-110;62;0.0857142857142857;0;0;0;0.271428571428571;4;2;111;10;10;2;0;0.039190154868194;1;2832.344;0.062;0.559383598395284;0;1;4;1;0;1;0;1;NA
1312;dibstudent16--2016-10-04--23-27.log-12;85;0.0285714285714286;0;14;0;0;2;1;13;0;0;1;0;0.0321334378082029;1;404.563;0.25;0.027378681180675;2;0.376470588235294;2;0.117117117117117;8.594;1;0;1;NA
1313;dibstudent16--2016-10-04--23-27.log-13;191;0.0285714285714286;0;14;0;0;2;1;14;0;0;1;0;0.033857315598549;1;413.5;0.343;0.0441459847581027;1;0.445026178010471;2;0.126126126126126;38.157;1;0;1;NA
1314;dibstudent16--2016-10-04--23-27.log-14;159;0.0428571428571429;1;4;1;0;2;1;15;0;0;1;0;0.0332099399564286;0.832460732984293;451.672;0.015;0.0507399424613686;0;1;1;0.135135135135135;25.844;0;1;1;NA
1315;dibstudent16--2016-10-04--23-27.log-15;176;0.0142857142857143;2;4;2;0;1;1;16;0;0;1;0;0.033502380762933;1;477.578;0.062;0.0462606268613291;5;0.903409090909091;1;0.144144144144144;4.36;0;0;1;NA
1316;dibstudent16--2016-10-04--23-27.log-16;123;0.0142857142857143;0;4;0;0;1;1;17;0;0;1;0;0.035273149041504;0.698863636363636;481.953;0.015;0.0591749708438946;4;1;1;0.153153153153153;1.829;1;0;1;NA
1317;dibstudent16--2016-10-04--23-27.log-17;17;0.0142857142857143;0;4;0;0;1;1;18;0;0;1;0;0.0372056875094306;0.138211382113821;483.797;0.015;0.0206631927659464;3;1;1;0.162162162162162;4.156;1;0;1;NA
1318;dibstudent16--2016-10-04--23-27.log-18;17;0.0142857142857143;0;4;0;0;1;1;19;0;0;1;0;0.0389356230211994;1;487.985;0.032;0.0206631927659464;2;1;1;0.171171171171171;14.656;1;0;1;NA
1319;dibstudent16--2016-10-04--23-27.log-19;32;0.0285714285714286;1;9;1;0;2;1;20;0;0;1;0;0.0397873762612598;0;502.672;0.031;0.0245608981243803;1;0;1;0.18018018018018;6.328;0;1;1;NA
1320;dibstudent16--2016-10-04--23-27.log-2;0;0;0;0;0;0.214285714285714;0;1;3;15;15;1;0;0.0352422907488987;0;85.125;0.015;0;2;0;0;0.027027027027027;7.266;1;0;1;NA
1321;dibstudent16--2016-10-04--23-27.log-20;17;0.0142857142857143;1;3;1;0;1;1;21;0;0;1;0;0.0412535581193878;0;509.047;0.047;0.0206631927659464;0;0;1;0.189189189189189;5.594;0;0;0;NA
1322;dibstudent16--2016-10-04--23-27.log-21;53;0.0428571428571429;2;3;2;0;2;1;22;0;0;1;0;0.0427469168786201;0;514.657;0.016;0.0346059712537339;0;0;1;0.198198198198198;8.5;0;1;0;NA
1323;dibstudent16--2016-10-04--23-27.log-22;17;0.0142857142857143;2;3;2;0;1;1;23;0;0;1;0;0.0439612529339358;0;523.188;0.031;0.0206631927659464;4;0;1;0.207207207207207;8.265;0;0;0;NA
1324;dibstudent16--2016-10-04--23-27.log-23;77;0.0285714285714286;1;2;1;0;2;1;24;0;0;1;0.000869378676512098;0.0451446038090759;0;531.625;0.172;0.0281084271330324;3;0;1;0.216216216216216;4.032;0;1;0;NA
1325;dibstudent16--2016-10-04--23-27.log-24;17;0.0142857142857143;1;2;1;0;1;1;25;0;0;1;0;0.0466703505130005;0;535.672;0.015;0.0206631927659464;2;0;1;0.225225225225225;9.36;0;0;0;NA
1326;dibstudent16--2016-10-04--23-27.log-25;93;0.0285714285714286;1;6;1;0;2;1;26;0;0;1;0.00104892738715571;0.0476845483723063;0;545.25;0.218;0.0515364815912318;1;0;1;0.234234234234234;15.891;0;1;0;NA
1327;dibstudent16--2016-10-04--23-27.log-26;17;0.0142857142857143;1;1;1;0;1;1;27;0;0;1;0;0.0481135908420235;0;561.172;0.031;0.0206631927659464;0;0;1;0.243243243243243;20.016;0;0;0;NA
1328;dibstudent16--2016-10-04--23-27.log-27;106;0.0571428571428571;3;4;3;0;2;1;28;0;0;1;0;0.0481732861923318;0;581.235;0.047;0.068447527224423;6;0;1;0.252252252252252;11.125;0;1;1;NA
1329;dibstudent16--2016-10-04--23-27.log-28;7;0.0571428571428571;1;2;1;0.0428571428571429;2;1;29;0;1;1;0;0.0489528314148888;0.0660377358490566;592.407;0.047;0.130630174046696;5;1;2;0.261261261261261;33.593;0;1;1;NA
1330;dibstudent16--2016-10-04--23-27.log-29;60;0.0428571428571429;1;4;1;0.0428571428571429;2;1;30;1;1;1;0;0.0479220978377549;1;626.016;0.016;0.0472797098312638;4;0.116666666666667;1;0.27027027027027;7.406;0;0;1;NA
1331;dibstudent16--2016-10-04--23-27.log-3;0;0;0;0;0;0.214285714285714;0;1;4;15;15;1;0;0.043286763989741;0;92.407;0.016;0;1;0;0;0.036036036036036;33.609;1;0;1;NA
1332;dibstudent16--2016-10-04--23-27.log-30;53;0.0428571428571429;1;1;1;0;2;1;31;0;0;1;0;0.048939280561002;0.883333333333333;633.438;0.016;0.0346059712537339;3;1;2;0.279279279279279;6.844;0;0;1;NA
1333;dibstudent16--2016-10-04--23-27.log-31;159;0.0428571428571429;0;1;0;0;2;1;32;0;0;1;0;0.0499768076377056;1;640.297;0.015;0.0507399424613686;2;0.333333333333333;2;0.288288288288288;10.735;1;0;1;NA
1334;dibstudent16--2016-10-04--23-27.log-32;60;0.0428571428571429;1;2;1;0.0428571428571429;2;1;33;0;1;1;0;0.050688752626599;0.377358490566038;651.032;0;0.0472797098312638;1;1;2;0.297297297297297;4.703;0;1;1;NA
1335;dibstudent16--2016-10-04--23-27.log-33;7;0.0571428571428571;1;0;1;0.0428571428571429;2;1;34;1;1;1;0;0.0518490278307282;0.116666666666667;655.75;0.015;0.130630174046696;0;1;1;0.306306306306306;0.985;0;1;1;NA
1336;dibstudent16--2016-10-04--23-27.log-34;39;0.0285714285714286;2;2;2;0.0428571428571429;2;1;35;1;1;1;0;0.0532914310424108;1;656.766;0.031;0.0562946536911423;3;0.179487179487179;1;0.315315315315315;29.625;0;0;1;NA
1337;dibstudent16--2016-10-04--23-27.log-35;3;0.0142857142857143;1;1;1;0.0428571428571429;1;1;36;1;1;1;3.38352224665877e-05;0.0524422807147883;0;686.469;0.078;0.0202712115648264;2;0;1;0.324324324324324;1.328;0;0;0;NA
1338;dibstudent16--2016-10-04--23-27.log-36;3;0.0142857142857143;0;1;0;0.0428571428571429;1;1;37;1;1;1;0;0.0537949424030637;1;687.797;0;0.0202712115648264;1;1;1;0.333333333333333;3.547;1;0;1;NA
1339;dibstudent16--2016-10-04--23-27.log-37;2;0.0142857142857143;1;0;1;0;1;1;38;0;0;1;0;0.0549629361779063;0.666666666666667;691.375;0.031;0.0481976143992261;0;1;1;0.342342342342342;18.875;0;0;1;NA
1340;dibstudent16--2016-10-04--23-27.log-38;4;0.0142857142857143;2;1;2;0;1;1;39;0;0;1;4.51115948076554e-05;0.0549029765859921;0;710.344;0.094;0.014960624364467;2;0;0;0.351351351351351;3.984;0;0;1;NA
1341;dibstudent16--2016-10-04--23-27.log-39;10;0.0142857142857143;0;1;0;0;1;1;40;0;0;1;6.76628136453341e-05;0.0559904928143201;1;714.407;0.079;0.014726578961892;1;0.4;1;0.36036036036036;9.578;1;0;1;NA
1342;dibstudent16--2016-10-04--23-27.log-4;0;0;0;0;0;0.214285714285714;0;1;5;15;15;1;0;0.0396724641360924;0;126.032;0.016;0;0;0;0;0.045045045045045;99.421;1;0;1;NA
1343;dibstudent16--2016-10-04--23-27.log-40;6;0.0285714285714286;1;0;1;0;1;1;41;0;0;1;0;0.0566298342541436;0.6;724;0.015;0.0227877496933241;0;1;0;0.369369369369369;36.782;0;1;1;NA
